transaction_id,merchant_id,timestamp,amount,customer_id,payment_method,city,is_fraud_spike
05afb628,M009,2026-07-01 02:52:42,948.84,C00398,card,Pune,0
9dea8c29,M002,2026-07-01 02:54:11,2221.39,C00562,card,Bangalore,0
a56f2a5e,M010,2026-07-01 02:57:54,277.19,C02717,card,Ahmedabad,0
8b16c4d7,M005,2026-07-01 02:58:14,1120.6,C03696,netbanking,Chennai,0
e6b1ba86,M016,2026-07-01 03:02:36,1998.69,C03184,wallet,Hyderabad,0
08777ea9,M020,2026-07-01 03:03:10,131.2,C03802,wallet,Kolkata,0
0f27c88e,M010,2026-07-01 03:05:10,812.49,C02493,card,Ahmedabad,0
288d019c,M014,2026-07-01 03:06:04,863.95,C03877,card,Kolkata,0
1c576dd3,M012,2026-07-01 03:06:54,680.76,C00376,card,Pune,0
baedb3ad,M017,2026-07-01 03:08:11,1699.63,C00215,netbanking,Chennai,0
76a5c8fd,M007,2026-07-01 03:12:50,871.9,C01138,upi,Kolkata,0
63591ebe,M002,2026-07-01 03:15:12,2296.71,C01559,wallet,Bangalore,0
639ef525,M020,2026-07-01 03:16:41,561.62,C04786,wallet,Kolkata,0
4b932b99,M007,2026-07-01 03:16:49,1064.5,C02133,wallet,Kolkata,0
ec3b2921,M017,2026-07-01 03:19:28,1915.45,C03860,card,Chennai,0
731ebf81,M011,2026-07-01 03:19:50,1466.6,C03257,wallet,Delhi,0
6f712bcf,M005,2026-07-01 03:20:27,961.88,C02561,netbanking,Chennai,0
f08657b3,M011,2026-07-01 03:21:13,1000.79,C01557,wallet,Delhi,0
70acef63,M012,2026-07-01 03:24:32,851.63,C04823,netbanking,Pune,0
89159c35,M007,2026-07-01 03:27:08,1266.97,C02167,netbanking,Kolkata,0
01df724c,M009,2026-07-01 03:28:46,1078.62,C03707,netbanking,Mumbai,0
f4ad1fdb,M003,2026-07-01 03:29:08,1313.16,C03807,netbanking,Delhi,0
e5dc50cc,M004,2026-07-01 03:29:23,1587.3,C02148,wallet,Chennai,0
09345f67,M010,2026-07-01 03:29:39,473.57,C04988,card,Ahmedabad,0
85016023,M011,2026-07-01 03:30:04,971.42,C02755,netbanking,Delhi,0
0fed8cee,M012,2026-07-01 03:31:12,804.22,C04989,upi,Pune,0
e920ba87,M012,2026-07-01 03:32:46,833.07,C00965,netbanking,Pune,0
4d3314c2,M009,2026-07-01 03:33:09,945.65,C01975,upi,Pune,0
c76494d9,M015,2026-07-01 03:33:42,1381.69,C01708,wallet,Pune,0
f09cce8f,M010,2026-07-01 03:36:07,328.89,C02195,netbanking,Ahmedabad,0
820ac668,M020,2026-07-01 03:37:30,1516.88,C00656,upi,Kolkata,0
9004f7a2,M010,2026-07-01 03:37:46,794.03,C03146,netbanking,Ahmedabad,0
05144055,M012,2026-07-01 03:42:33,879.61,C02212,upi,Pune,0
c0bde467,M001,2026-07-01 03:43:56,2226.98,C04399,netbanking,Delhi,0
4e4e7c76,M011,2026-07-01 03:46:00,1115.99,C00395,wallet,Delhi,0
a13bba9b,M003,2026-07-01 03:46:57,1502.82,C02461,netbanking,Delhi,0
6af855ee,M010,2026-07-01 03:47:53,282.09,C02028,netbanking,Ahmedabad,0
86454fb6,M004,2026-07-01 03:48:40,1613.93,C00824,wallet,Chennai,0
84ade7d1,M015,2026-07-01 03:49:45,1348.94,C02040,wallet,Pune,0
ab918185,M010,2026-07-01 03:49:51,10.0,C01942,upi,Ahmedabad,0
c3367131,M012,2026-07-01 03:49:57,829.1,C03691,wallet,Pune,0
24b16d5a,M010,2026-07-01 03:55:27,809.63,C01083,wallet,Kolkata,0
3668e872,M001,2026-07-01 03:55:40,2227.58,C02445,upi,Delhi,0
f1f4a1c0,M017,2026-07-01 03:55:49,1657.02,C01858,card,Chennai,0
44316494,M002,2026-07-01 03:56:08,1802.09,C02167,card,Bangalore,0
28fdfe97,M003,2026-07-01 03:56:16,1369.04,C01463,netbanking,Vellore,0
57f2f490,M012,2026-07-01 03:57:16,835.1,C01894,wallet,Pune,0
1bab8c3f,M009,2026-07-01 03:57:33,975.7,C00349,upi,Pune,0
3a464a6b,M014,2026-07-01 03:58:05,1174.42,C04036,card,Delhi,0
f1823b7a,M015,2026-07-01 04:00:31,1118.92,C01780,netbanking,Pune,0
bc969dcd,M012,2026-07-01 04:01:29,777.22,C02718,card,Mumbai,0
5b305af5,M010,2026-07-01 04:02:39,941.33,C02014,netbanking,Ahmedabad,0
eec432d3,M015,2026-07-01 04:03:34,1264.68,C00182,upi,Pune,0
2af73251,M020,2026-07-01 04:05:08,10.0,C03407,wallet,Kolkata,0
ad0e0456,M010,2026-07-01 04:07:00,1267.45,C00506,upi,Ahmedabad,0
e03f1a51,M005,2026-07-01 04:09:04,1070.66,C02424,card,Chennai,0
8c41e71d,M011,2026-07-01 04:09:36,1127.01,C04817,card,Delhi,0
4b29b55f,M011,2026-07-01 04:10:46,1455.82,C03579,wallet,Delhi,0
55389506,M009,2026-07-01 04:11:20,1066.75,C03695,card,Pune,0
67cb4642,M018,2026-07-01 04:12:00,2353.24,C02074,card,Jaipur,0
8dc58325,M012,2026-07-01 04:12:21,868.45,C03353,wallet,Pune,0
510188ef,M017,2026-07-01 04:13:41,1727.66,C01136,upi,Chennai,0
5ca7cdf1,M004,2026-07-01 04:14:29,1665.26,C02081,wallet,Chennai,0
45b96999,M010,2026-07-01 04:15:09,73.87,C02639,upi,Ahmedabad,0
0172d4a8,M010,2026-07-01 04:15:18,1119.52,C02139,netbanking,Ahmedabad,0
6bc04b97,M007,2026-07-01 04:18:02,937.54,C02357,card,Kolkata,0
261b6ef6,M013,2026-07-01 04:19:43,2768.86,C03057,card,Chennai,0
3e464def,M011,2026-07-01 04:21:47,754.66,C00638,upi,Delhi,0
ed41d252,M004,2026-07-01 04:24:29,1668.06,C03040,wallet,Chennai,0
a01a24fa,M020,2026-07-01 04:24:42,375.17,C04638,upi,Kolkata,0
003f7e8b,M010,2026-07-01 04:24:55,1602.16,C04657,wallet,Ahmedabad,0
99d561f5,M007,2026-07-01 04:27:32,918.45,C00454,card,Kolkata,0
cf6fbe49,M014,2026-07-01 04:27:41,1271.84,C04796,netbanking,Delhi,0
64f754c7,M020,2026-07-01 04:32:04,1116.74,C02277,netbanking,Kolkata,0
758128aa,M001,2026-07-01 04:32:31,2264.68,C00745,card,Delhi,0
abb02cd1,M013,2026-07-01 04:36:37,4027.89,C01320,upi,Chennai,0
4c4e5e54,M010,2026-07-01 04:37:14,542.61,C04256,wallet,Pune,0
2e2d7215,M001,2026-07-01 04:40:10,2555.18,C03459,card,Delhi,0
ec9f3749,M002,2026-07-01 04:40:16,1331.11,C01324,wallet,Bangalore,0
53301bab,M009,2026-07-01 04:40:19,1131.55,C01983,netbanking,Pune,0
b419f5e9,M020,2026-07-01 04:41:40,733.36,C00008,card,Kolkata,0
b50f77d7,M003,2026-07-01 04:41:44,1420.23,C00046,card,Delhi,0
1bdde0a6,M008,2026-07-01 04:41:55,669.91,C02849,card,Pune,0
c3ff9213,M017,2026-07-01 04:41:59,1469.41,C04628,upi,Chennai,0
2365a5d1,M009,2026-07-01 04:42:33,1059.09,C01811,wallet,Pune,0
afcacdb5,M002,2026-07-01 04:42:41,2460.49,C02458,wallet,Bangalore,0
cbe83468,M013,2026-07-01 04:43:46,2766.35,C02717,wallet,Chennai,0
86ddb534,M005,2026-07-01 04:43:59,1605.74,C03886,card,Delhi,0
31586583,M015,2026-07-01 04:44:34,1559.32,C00880,upi,Pune,0
a47f1202,M017,2026-07-01 04:46:01,1541.5,C02611,wallet,Chennai,0
b762d13a,M020,2026-07-01 04:46:56,21.77,C03988,wallet,Kolkata,0
f84f16e4,M005,2026-07-01 04:48:16,1403.77,C02372,netbanking,Chennai,0
9c697126,M007,2026-07-01 04:48:23,975.79,C04219,card,Kolkata,0
f5e9fc31,M019,2026-07-01 04:49:55,3307.97,C00805,upi,Mumbai,0
0eb1faba,M010,2026-07-01 04:50:13,757.81,C01696,card,Ahmedabad,0
59408e3c,M009,2026-07-01 04:51:29,891.88,C00473,wallet,Pune,0
7054e1e8,M003,2026-07-01 04:55:29,1418.41,C01489,card,Delhi,0
b094eb03,M017,2026-07-01 04:55:53,1543.93,C02357,card,Chennai,0
fb03a267,M013,2026-07-01 04:57:38,2719.94,C04418,card,Chennai,0
2c6787f6,M014,2026-07-01 04:57:54,1144.3,C04236,netbanking,Delhi,0
930ab047,M015,2026-07-01 05:01:02,1227.05,C02924,netbanking,Pune,0
6a26f252,M011,2026-07-01 05:01:20,1128.0,C04892,upi,Hyderabad,0
a39f7f94,M005,2026-07-01 05:02:15,1417.69,C03587,wallet,Chennai,0
96d6c388,M003,2026-07-01 05:03:16,1376.38,C03914,card,Delhi,0
f7dc9ef4,M004,2026-07-01 05:04:28,1648.07,C02831,netbanking,Chennai,0
e3dcb365,M012,2026-07-01 05:07:08,954.58,C00481,upi,Pune,0
37bed989,M012,2026-07-01 05:07:25,839.99,C03279,wallet,Pune,0
4dfa8790,M004,2026-07-01 05:07:42,1696.36,C00212,upi,Chennai,0
fea70f24,M009,2026-07-01 05:08:17,1054.31,C02467,netbanking,Pune,0
26d75dad,M008,2026-07-01 05:08:30,721.7,C02651,upi,Kolkata,0
7e723793,M011,2026-07-01 05:11:15,828.44,C04854,netbanking,Delhi,0
e287aacf,M004,2026-07-01 05:12:08,1612.01,C04419,netbanking,Chennai,0
a130a75a,M015,2026-07-01 05:12:57,1460.69,C02049,wallet,Pune,0
8fbb25de,M020,2026-07-01 05:13:36,449.86,C02827,card,Kolkata,0
528fc831,M002,2026-07-01 05:17:29,1855.91,C02047,card,Bangalore,0
0543d807,M012,2026-07-01 05:18:43,691.52,C02053,upi,Pune,0
0a57895b,M019,2026-07-01 05:18:49,2207.9,C02856,upi,Mumbai,0
f64e53dc,M003,2026-07-01 05:19:06,1412.52,C04741,card,Delhi,0
17e9b828,M019,2026-07-01 05:19:25,2916.33,C00571,card,Mumbai,0
c19424a4,M012,2026-07-01 05:20:40,961.84,C00476,card,Pune,0
90326935,M013,2026-07-01 05:23:38,3032.49,C00970,upi,Chennai,0
9e850662,M011,2026-07-01 05:24:19,1600.75,C02413,upi,Delhi,0
9b9f9769,M007,2026-07-01 05:26:41,962.21,C03897,wallet,Kolkata,0
b8606e2d,M009,2026-07-01 05:27:28,908.82,C04563,wallet,Pune,0
fd7e83cb,M020,2026-07-01 05:27:38,1235.53,C00061,wallet,Kolkata,0
16457b39,M007,2026-07-01 05:28:26,1086.05,C03967,wallet,Kolkata,0
88ad65ac,M010,2026-07-01 05:28:29,181.87,C02573,wallet,Ahmedabad,0
6bc859f7,M003,2026-07-01 05:30:33,1450.9,C03623,netbanking,Delhi,0
737f1f7e,M007,2026-07-01 05:31:32,843.51,C03825,wallet,Kolkata,0
b13b2dbc,M017,2026-07-01 05:31:52,1667.83,C04721,card,Chennai,0
02bbe872,M012,2026-07-01 05:32:54,834.36,C03845,wallet,Pune,0
37e0f257,M013,2026-07-01 05:33:25,2729.17,C04910,card,Chennai,0
1b669554,M006,2026-07-01 05:34:18,2324.14,C02632,card,Hyderabad,0
e3896092,M001,2026-07-01 05:34:49,2340.95,C04345,card,Delhi,0
b7ad5fe8,M013,2026-07-01 05:36:36,2945.01,C01198,wallet,Chennai,0
c916ed8a,M019,2026-07-01 05:36:38,3379.84,C03192,upi,Mumbai,0
3aa085ae,M007,2026-07-01 05:37:37,1028.65,C01264,upi,Kolkata,0
3e74a264,M014,2026-07-01 05:40:31,1449.9,C03597,card,Delhi,0
9075c168,M005,2026-07-01 05:42:42,1522.72,C00702,netbanking,Jaipur,0
3c9bcada,M011,2026-07-01 05:45:35,528.18,C02924,upi,Delhi,0
a1777d38,M007,2026-07-01 05:45:45,902.48,C01427,netbanking,Kolkata,0
da09958d,M012,2026-07-01 05:46:52,912.61,C01052,card,Pune,0
993d191a,M012,2026-07-01 05:47:32,864.69,C00978,wallet,Hyderabad,0
a14a09fa,M010,2026-07-01 05:49:29,889.71,C04634,wallet,Ahmedabad,0
5887106c,M018,2026-07-01 05:49:45,2297.21,C00421,wallet,Jaipur,0
98a9eef3,M012,2026-07-01 05:50:16,826.99,C04572,card,Pune,0
527facc5,M007,2026-07-01 05:52:20,837.54,C04733,netbanking,Kolkata,0
13e25d74,M011,2026-07-01 05:53:42,675.1,C04574,upi,Delhi,0
2bd951c2,M014,2026-07-01 05:54:01,1576.64,C01025,upi,Delhi,0
9f2f508b,M016,2026-07-01 05:55:02,2044.46,C01656,card,Hyderabad,0
52c67d91,M019,2026-07-01 05:56:39,2437.92,C01907,netbanking,Mumbai,0
a743e6f3,M012,2026-07-01 05:58:58,828.47,C03305,card,Pune,0
578d7fa5,M008,2026-07-01 05:59:47,582.38,C02372,card,Vellore,0
bfe461e4,M009,2026-07-01 05:59:47,916.93,C01999,upi,Pune,0
7582434b,M008,2026-07-01 05:59:58,564.48,C00298,wallet,Pune,0
b66b6ccf,M002,2026-07-01 06:03:37,2498.45,C04442,card,Bangalore,0
22777a89,M003,2026-07-01 06:04:37,1388.32,C01990,card,Delhi,0
623a2f46,M004,2026-07-01 06:07:54,1729.73,C03726,card,Chennai,0
f5280b14,M012,2026-07-01 06:12:07,876.11,C03219,upi,Pune,0
00d703ee,M013,2026-07-01 06:16:46,2732.71,C00627,card,Chennai,0
4e3f7864,M003,2026-07-01 06:17:35,1455.07,C01074,netbanking,Delhi,0
2735a65d,M009,2026-07-01 06:17:48,973.0,C00513,card,Pune,0
051f306f,M003,2026-07-01 06:18:14,1528.14,C02957,upi,Delhi,0
d009cae4,M012,2026-07-01 06:18:28,868.82,C01454,card,Pune,0
2c4c4714,M012,2026-07-01 06:20:32,874.59,C00675,card,Pune,0
ec81c8a5,M005,2026-07-01 06:21:49,1796.11,C03984,upi,Chennai,0
f0f62c68,M019,2026-07-01 06:21:53,2551.29,C02769,wallet,Mumbai,0
e3a4db50,M015,2026-07-01 06:23:56,1491.26,C00427,upi,Pune,0
ea31120a,M009,2026-07-01 06:28:37,980.33,C03519,wallet,Chennai,0
9554e829,M009,2026-07-01 06:29:06,1092.08,C01110,netbanking,Kolkata,0
0001b813,M017,2026-07-01 06:31:25,1845.78,C04681,upi,Chennai,0
ff69bbd7,M003,2026-07-01 06:32:30,1436.92,C01391,card,Delhi,0
6560a126,M003,2026-07-01 06:33:23,1458.02,C04084,wallet,Delhi,0
6997099e,M013,2026-07-01 06:33:55,2711.88,C04132,wallet,Chennai,0
c8ffc9e8,M001,2026-07-01 06:34:08,2313.0,C04678,wallet,Delhi,0
8dd4e810,M004,2026-07-01 06:37:13,1696.36,C01909,netbanking,Chennai,0
8ca8191a,M007,2026-07-01 06:37:22,1018.9,C00399,card,Kolkata,0
684b152d,M007,2026-07-01 06:38:32,1047.53,C03289,card,Bangalore,0
7cf8ad63,M012,2026-07-01 06:39:55,710.62,C03630,upi,Pune,0
449a0986,M010,2026-07-01 06:40:47,1180.09,C01241,wallet,Ahmedabad,0
3273f957,M002,2026-07-01 06:42:45,2215.97,C02574,upi,Bangalore,0
8ba5fc17,M012,2026-07-01 06:44:43,709.57,C00077,netbanking,Pune,0
b3f30b33,M014,2026-07-01 06:44:51,1162.93,C02588,wallet,Delhi,0
e39491a3,M012,2026-07-01 06:45:21,772.38,C00883,wallet,Vellore,0
0ecc5cf3,M012,2026-07-01 06:48:49,649.92,C01382,upi,Pune,0
8f7f1964,M011,2026-07-01 06:51:08,921.4,C02792,upi,Delhi,0
579648fb,M019,2026-07-01 06:51:39,2503.52,C03397,wallet,Pune,0
f174e6bf,M009,2026-07-01 06:51:48,1064.11,C04814,upi,Pune,0
cd931a4e,M011,2026-07-01 06:53:03,1674.89,C02044,card,Delhi,0
de5d2c31,M012,2026-07-01 06:55:43,821.6,C03476,card,Pune,0
3c221dfe,M014,2026-07-01 06:57:36,994.37,C02205,upi,Delhi,0
4546135e,M013,2026-07-01 06:58:02,2837.55,C04519,netbanking,Chennai,0
c1e5872b,M010,2026-07-01 06:58:11,1332.74,C02253,netbanking,Ahmedabad,0
c86332b3,M012,2026-07-01 07:00:21,859.29,C02910,netbanking,Pune,0
ab178419,M013,2026-07-01 07:02:42,3634.4,C01694,netbanking,Chennai,0
b7631cd5,M010,2026-07-01 07:04:12,511.53,C01116,card,Ahmedabad,0
77eb9793,M001,2026-07-01 07:04:21,2075.93,C00173,upi,Delhi,0
0e14120f,M012,2026-07-01 07:05:29,704.82,C03639,wallet,Ahmedabad,0
be66e6fe,M013,2026-07-01 07:08:47,2878.83,C03204,netbanking,Chennai,0
cdf6d901,M004,2026-07-01 07:08:50,1606.37,C04626,upi,Jaipur,0
aadb1650,M019,2026-07-01 07:09:55,3192.28,C02114,netbanking,Mumbai,0
